timestamp_utc,city,date,entry_mode,bucket,adjacent_bucket,model_probability,market_price,edge_pct,confidence,size_pct,size_usd,bankroll,sigma,metar_rising,max_so_far,deb_prediction,mu,top1_prob,top2_prob,hours_to_peak,market_slug,market_question,liquidity,volume,reasoning,risk_factors,actual_high,settlement_bucket,trade_won,pnl_usd
2026-04-17T16:19:46.369166+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.3166666666666664,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,46869.17153,24629.570992,"Temperature has plateaued at 26°C for the past 1.5 hours and hourly forecast shows cooling begins at 19:00. Max_so_far of 26°C is almost certainly the daily peak, matching the 26° bucket perfectly.","[""Market already pricing 26\u00b0 bucket very high at 98%"", ""Limited upside despite high confidence""]",,,,
2026-04-17T16:19:46.370550+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.3166666666666664,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,313.11907,8892.841398999999,"Max so far is 24.0°C reached at 16:00, and METAR sequence shows temperatures have stagnated at 23°C for the last 4 hours with falling hourly forecasts. The daily peak has clearly been reached and settlement bucket is 24°C, but market is still pricing at 99.4% instead of recognizing the certain outcome.","[""Market appears overpriced at 99.4%"", ""Limited liquidity at $313""]",,,,
2026-04-17T16:21:15.884727+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.3333333333333321,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,46869.17153,24629.570992,Temperature has plateaued at 26°C for the last 4 METAR readings and hourly forecast shows cooling beginning at 19:00. The max_so_far of 26.0°C is almost certainly the settlement value. Market is severely overpricing the 26° bucket at 96% when it should be near certainty.,"[""Market already heavily favors 26\u00b0 bucket"", ""Limited edge due to high market price""]",,,,
2026-04-17T16:21:15.886155+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-25.1,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.3333333333333321,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,313.11907,8892.841398999999,"Max so far is 24.0°C at 16:00, and temperatures have been flat at 23°C for the last 4 hours with forecast showing decline. The 24°C bucket should settle YES, but market is grossly overpriced at 99.4%.","[""Market already pricing near certainty"", ""Limited edge despite high confidence in outcome""]",,,,
2026-04-17T16:22:33.206778+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.94,-13.9,low,0,0.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.3666666666666671,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47344.25153,24629.570992,"Temperature has plateaued at 26°C for the last 4 readings (16:00-18:00) and hourly forecast shows cooling from 19:00 onward, confirming peak reached. However, market already prices 26° bucket at 94%, leaving no profitable edge despite high model confidence.","[""Market already efficiently priced"", ""Negative edge of -13.9%"", ""Airport location bias risk""]",,,,
2026-04-17T16:22:33.210198+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-25.1,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.3500000000000014,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,312.62533,9058.571398999999,"Max so far is 24.0°C (hit at 16:00) and temps have been flat at 23°C since 16:20, indicating peak has passed. Settlement bucket is 24 with 66% post-peak accuracy. Market is overpriced at 99.4% but this is the correct outcome.","[""Market severely overpriced"", ""Low liquidity at $313""]",,,,
2026-04-17T16:23:39.362020+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-25.1,high,0,0.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.3833333333333329,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,312.62533,9058.571398999999,"Max so far is 24.0°C reached at 16:00, with temps now flat at 23°C and hourly forecast showing cooling trend. However, market is pricing 24° bucket at 99.4% when model only gives 74.7%, creating negative edge despite high settlement confidence.","[""negative_edge"", ""overpriced_market""]",,,,
2026-04-17T16:24:48.905119+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.3999999999999986,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47344.25153,24629.570992,"Post-peak capture scenario: max_so_far is 26°C and has been stable for 2+ hours (16:00-18:00). The hourly forecast shows cooling begins at 19:00, confirming the peak is reached. The model gives 80.1% probability to the 26° bucket which matches the observed maximum.","[""Market already pricing 26\u00b0 bucket at 93% - very limited upside"", ""Settlement depends on METAR accuracy""]",,,,
2026-04-17T16:24:48.906554+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.3999999999999986,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,312.62533,9058.571398999999,"Max so far is 24.0°C reached at 16:00, and temperatures have been flat at 23°C for the last 4 hours with declining hourly forecast. The 24° bucket should settle YES, but market is severely overpriced at 99.4% vs model's 74.7%.","[""Negative edge of -24.7%"", ""Market severely overpriced"", ""Low liquidity at $313""]",,,,
2026-04-17T16:25:55.831712+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.4166666666666679,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,Temperature has plateaued at 26°C for the last 4 METAR readings (16:00-18:00) and model forecasts cooling trend beginning at 19:00. Max_so_far of 26.0°C is almost certainly the settlement value. Market is massively overpricing 26° bucket at 93% when model shows 80% probability - this is a clear arbitrage opportunity in post-peak mode.,"[""negative edge on primary bucket"", ""market may be pricing additional upside risk""]",,,,
2026-04-17T16:27:09.229819+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,low,0,0.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.4333333333333336,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,"Temperature has plateaued at 26°C for the last 2 hours with forecasts showing cooling ahead. Max_so_far is 26°C which should settle in the 26° bucket. However, market is already pricing 26° bucket at 93%, leaving minimal edge.","[""Negative edge despite post-peak timing"", ""Market already efficiently priced"", ""Nearby station showing 27\u00b0C could influence settlement""]",,,,
2026-04-17T16:27:09.231716+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.4333333333333336,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,312.62533,9058.571398999999,"Max so far is 24.0°C reached at 16:00, and METAR shows flat/cooling trend since then (23°C for last 4 hours). Hourly forecast confirms cooling to 22.7°C next hour. The daily peak has clearly passed and settlement will be 24°C bucket.","[""Market already pricing 99.4% - very little edge"", ""Airport station 49km from city center""]",,,,
2026-04-17T16:28:22.073374+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.4499999999999993,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,Temperature has plateaued at 26°C for 4 consecutive hours (14:30-17:30) and forecast shows cooling trend starting at 19:00. Max_so_far of 26.0°C is very likely the settlement value. Market is massively overpricing 26° bucket at 93% when model shows 80.1%.,"[""negative_edge"", ""market_overpricing""]",,,,
2026-04-17T16:28:22.074369+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-25.1,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.4499999999999993,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,312.62533,9058.571398999999,"Max so far is 24.0°C reached at 16:00, and current temps have been flat at 23°C for the past 4 hours. The hourly forecast shows cooling ahead (22.7°C at 18:00, declining further). Settlement will be 24°C bucket but market is severely overpriced at 99.4%.","[""Market extremely overpriced"", ""Low liquidity at $313""]",,,,
2026-04-17T16:29:43.460944+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,low,0,0.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.4833333333333343,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,"Temperature has plateaued at 26°C for 4 consecutive hours (16:00-18:00) and forecast shows cooling begins at 19:00. The max_so_far of 26°C is likely the settlement value, but market is pricing 26° bucket at 93% which offers negative edge.","[""negative_edge"", ""overpriced_market"", ""low_liquidity_on_focus_bucket""]",,,,
2026-04-17T16:29:43.461883+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-25.1,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.466666666666665,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,262.48123,9078.571398999999,"Max so far is 24.0°C which occurred at 16:00, and temps have been flat at 23°C for the last 4 hours with declining hourly forecast. The 24°C bucket (23.5-24.5) is the clear settlement outcome, but market is overpriced at 99.4% vs model's 74.7%.","[""Market severely overpriced"", ""Low liquidity at $262""]",,,,
2026-04-17T16:31:02.084503+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.5,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,Temperature has plateaued at 26°C for the last 4 METAR observations (16:00-18:00) and hourly forecast shows cooling begins at 19:00. Max_so_far is 26°C which matches the model's top bucket at 80.1% probability. Network station Getafe shows 27°C but LEMD settlement is based on our target station.,"[""Market already pricing 26\u00b0 bucket at 93% - negative edge"", ""Network leader at Getafe showing 27\u00b0C could influence settlement""]",,,,
2026-04-17T16:31:02.085855+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,high,4.0,40.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.5,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,262.48123,9078.571398999999,"Max_so_far is 24.0°C at 16:00, placing it squarely in the 24°C bucket [23.5-24.5). METAR has been flat at 23°C for the last 4 hours and hourly forecast shows cooling trend starting. Peak has clearly passed and settlement value is locked in.","[""Market already at 99.4% pricing - minimal edge"", ""Airport distance concern but METAR confirms max reached""]",,,,
2026-04-17T16:32:17.369447+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.5166666666666657,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47339.51627,24639.310992000002,Temperature has plateaued at 26°C for 2+ hours with forecast showing decline ahead - daily peak is reached. Max_so_far of 26.0°C places settlement firmly in 26° bucket with 80% model confidence.,"[""Market already pricing 26\u00b0 bucket at 93%"", ""Limited upside given high current market price""]",,,,
2026-04-17T16:33:36.028928+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.93,-12.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.5500000000000007,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47329.52627,24639.310992000002,Temperature has plateaued at 26°C for past 2 hours (16:00-18:00) and hourly forecast shows cooling begins at 19:00. Max so far is 26.0°C which matches the 26° bucket. Post-peak strategy indicates 66% accuracy when max_so_far is the settlement value.,"[""negative_edge_on_primary_bucket"", ""market_already_pricing_26deg_highly""]",,,,
2026-04-17T16:35:08.161437+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.97,-16.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.5666666666666664,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,47329.52627,24639.310992000002,Temperature has plateaued at 26°C for the last 4 hours (16:00-18:00) and hourly forecast shows cooling ahead. Max_so_far is 26°C which matches the 26° bucket with 80% model confidence. Market is overpriced at 97% - this appears to be a settled outcome.,"[""Market severely overpriced"", ""Limited upside potential""]",,,,
2026-04-17T16:36:39.623578+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.6000000000000014,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,45794.25527,24639.310992000002,Temperature has been flat at 26°C for the last 2 hours (16:30-18:00) and hourly forecast shows cooling ahead. Max so far is 26°C which places it in the 26° bucket. Model shows 80% probability for this bucket and this is classic post-peak capture.,"[""Market already pricing 26\u00b0 bucket at 98%"", ""Very limited edge available""]",,,,
2026-04-17T16:37:51.295807+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.6166666666666671,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,45794.25527,24639.310992000002,Max so far is 26.0°C and temperature has plateaued at 26°C for the last 4 hours (16:00-18:00) with forecast showing cooling ahead. The 26° bucket has 80.1% model probability and the peak window has passed.,"[""Market already pricing 26\u00b0 at 98%, negative edge"", ""Settlement source is METAR which matches current max""]",,,,
2026-04-17T16:37:51.297131+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,low,0,0.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.6166666666666671,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,275.79683,9090.131398999998,"Max so far is 24.0°C which occurred at 16:00, and METAR has been flat at 23°C for past hour indicating peak likely passed. However, market is pricing 24°C bucket at 99.4% while model shows only 74.7%, creating negative edge.","[""Market severely overpricing 24\u00b0C bucket"", ""Settlement source shows 23\u00b0C as current anchor"", ""Model forecasts cooling trend ahead""]",,,,
2026-04-17T16:39:00.970793+00:00,Milan,2026-04-17,post_peak,24,,0.747,0.994,-24.7,low,0,0.0,1000.0,0.3,True,24.0,23.2,24.3,0.747,1.0,-1.6333333333333329,highest-temperature-in-milan-on-april-17-2026-24c,Will the highest temperature in Milan be 24°C on April 17?,275.79683,9090.131398999998,"Max so far is 24.0°C matching the 24° bucket, but market is pricing 99.4% when model shows only 74.7%. The massive negative edge (-24.7%) makes this unplayable despite post-peak timing.","[""Market severely overpriced at 99.4%"", ""Model uncertainty with sigma 0.3"", ""Airport vs city center temperature variance""]",,,,
2026-04-17T16:40:15.301853+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.6499999999999986,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,45794.25527,24639.310992000002,"Temperature has plateaued at 26°C for the past 2 hours (16:00-18:00) with cooling forecast beginning at 19:00. The max_so_far of 26.0°C is very likely the settlement value, matching the 26° bucket perfectly.","[""Market already pricing 26\u00b0 bucket at 98% leaves minimal edge"", ""Settlement bucket determination could be sensitive to rounding""]",,,,
2026-04-17T16:41:20.359154+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.6666666666666679,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,45794.25527,24639.310992000002,Temperature has been flat at 26°C for 4 consecutive hours (16:00-18:00) and hourly forecast shows cooling begins at 19:00. Max_so_far is 26.0°C which matches the settlement bucket. Model shows 80% confidence in 26° bucket.,"[""Market already heavily pricing 26\u00b0 at 98%"", ""Limited edge opportunity""]",,,,
2026-04-17T16:42:31.263550+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.98,-17.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.6833333333333336,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,45794.25527,24639.310992000002,Temperature has been flat at 26°C for 2.5 hours and hourly forecast shows cooling beginning at 19:00. The max_so_far of 26°C is almost certainly the settlement value. Market is severely overpriced at 98% when this should be near-certain.,"[""Market severely overpriced"", ""Limited edge despite high confidence""]",,,,
2026-04-17T16:45:05.656513+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.7333333333333343,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,48379.25777,24639.310992000002,"Temperature has been flat at 26°C for 2.5 hours (16:30-18:30) and hourly forecast shows cooling begins at 19:00. The daily peak of 26.0°C is established. Market is pricing 26° bucket at 96% while model shows 80.1%, creating negative edge, but this is post-peak capture where max_so_far IS the settlement value.","[""negative_edge_on_pricing"", ""market_already_pricing_outcome_correctly""]",,,,
2026-04-17T16:46:15.825832+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.75,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,48379.25777,24639.310992000002,Temperature has plateaued at 26°C for 2.5 hours and hourly forecast shows cooling ahead. Max_so_far of 26.0°C is almost certainly the settlement value. Model shows 80% confidence in 26° bucket.,"[""Market already pricing 26\u00b0 at 96% leaves minimal edge"", ""Late entry reduces upside potential""]",,,,
2026-04-17T16:47:38.267523+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.783333333333335,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,333257.43117,24639.310992000002,Temperature has plateaued at 26°C for the last 1.5 hours and hourly forecast shows cooling ahead. Max_so_far is 26°C which settles in the 26° bucket. Market is overpriced at 96% when this is nearly certain at this point.,"[""Market already highly priced"", ""Limited upside despite high confidence""]",,,,
2026-04-17T16:48:46.863010+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8000000000000007,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,333257.43117,24639.310992000002,Temperature has plateaued at exactly 26°C for the past 2.5 hours (16:00-18:30) with hourly forecast showing cooling ahead. Max_so_far of 26.0°C matches model prediction perfectly. Market is still pricing 26° bucket at 96% when it should be near certainty.,"[""Market already very expensive at 96%"", ""Limited upside despite high confidence""]",,,,
2026-04-17T16:49:48.777288+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8166666666666664,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,333257.43117,24639.310992000002,"Temperature has been stable at 26°C for 2.5 hours (16:30-18:30) and hourly forecast shows cooling trend starting. Max_so_far of 26.0°C is very likely the settlement value. Model gives 80.1% to 26° bucket but market is pricing it at 96%, creating negative edge.","[""Market already pricing 26\u00b0 bucket very high at 96%"", ""Negative edge of -15.9%""]",,,,
2026-04-17T16:51:05.438885+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.25,63.5,high,2.5,25.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.1666666666666679,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,197.30334,18650.391343000003,"METAR shows steady warming trend (+1°C/hour from 11°C to 15°C), currently at max_so_far of 15.0°C with peak forecast at 16:00. Model predicts 15.2°C with tight sigma (1.0), giving 88.5% combined probability for 15° and 16° buckets. Current temp already in the 15° bucket with 3+ hours of warming trend.","[""Peak only 3h away"", ""Low market liquidity $197""]",,,,
2026-04-17T16:51:05.440422+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8333333333333321,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,333257.43117,24639.310992000002,"Temperature has plateaued at 26°C for the past 90 minutes with hourly forecast showing cooling ahead. Max so far of 26.0°C is almost certainly the settlement value. However, the 26° bucket is already priced at 96% on the market, offering negative edge.","[""Market already correctly priced"", ""Minimal edge opportunity""]",,,,
2026-04-17T16:52:32.188851+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.25,63.5,high,3.0,30.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.1499999999999986,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,224.04706,18709.203321,"Perfect golden hour setup: METAR shows steady warming (11°→15° over 6 hours), current temp matches model peak prediction of 15.2°. Combined top-2 buckets (15° + 16°) at 88.5% probability vs estimated market pricing ~25%.","[""Peak window is 16:00 (3+ hours away)"", ""Limited liquidity in some markets""]",,,,
2026-04-17T16:52:32.190441+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8500000000000014,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,333257.43117,24639.310992000002,"Post-peak scenario with max_so_far at 26.0°C and METAR showing flat temperatures for 2+ hours (16:30-18:30 all at 26°C). Hourly forecast confirms cooling begins at 19:00. The 26° bucket is nearly certain to settle (80.1% model + observed peak), but market pricing at 96% leaves negative edge.","[""negative_edge"", ""market_already_efficient""]",,,,
2026-04-17T16:54:03.689591+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.35,53.5,high,3.0,30.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.1333333333333329,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,224.04706,18709.203321,"Strong golden hour setup: METAR shows steady warming from 11°C at dawn to 15°C at noon (+4°C rise), model predicts 15.2°C peak at 16:00 with tight sigma (1.0). Combined top-2 adjacent buckets (15° + 16°) have 88.5% probability vs market pricing around 35% total.","[""Current temp at 15\u00b0C already near model prediction"", ""Only 3.25 hours until predicted peak""]",,,,
2026-04-17T16:54:03.691109+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8833333333333329,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,332950.69217,24639.310992000002,"Temperature has plateaued at 26°C for 2.5 hours with forecast showing cooling ahead - peak is clearly reached. Max_so_far of 26.0°C places settlement in 26° bucket with 80% model confidence, but market pricing suggests massive negative edge.","[""Market already pricing 26\u00b0 bucket at 96% - no profitable edge available"", ""Potential market manipulation or data lag""]",,,,
2026-04-17T16:55:09.705953+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.3,58.5,high,2.5,25.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.1000000000000014,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,224.04706,18709.203321,"METAR shows steady warming from 11°C to 15°C over past 6 hours, perfectly tracking model's forecast peak at 16:00. Current temp of 15°C with hourly forecast showing peak at 15.2°C in 3 hours creates high confidence in 15-16°C range. Combined top-2 buckets at 88.5% vs market pricing around 30% offers massive edge.","[""Low liquidity at $224"", ""Peak timing precision""]",,,,
2026-04-17T16:55:09.707524+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.8999999999999986,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,332950.69217,24639.310992000002,Temperature has been flat at 26°C for 2.5 hours (16:30-18:30) and hourly forecast shows cooling starting at 19:00. Max_so_far of 26.0°C is almost certainly the settlement value. Market is pricing 26°C bucket at 96% which is actually reasonable given the certainty.,"[""Market already correctly pricing high probability"", ""Minimal edge available""]",,,,
2026-04-17T16:56:24.592590+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.3,58.5,high,2.5,25.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.0833333333333321,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,222.84706,18709.203321,METAR shows consistent warming from 11°C to 15°C over 6 hours with model predicting 15.2°C peak at 16:00. Current temp matches model prediction perfectly. Top-2 adjacent buckets (15° + 16°) have 88.5% combined probability with massive edge over market pricing.,"[""sigma at 1.0 creates some uncertainty"", ""overcast conditions might limit heating""]",,,,
2026-04-17T16:56:24.594448+00:00,Madrid,2026-04-17,post_peak,26,,0.801,0.96,-15.9,high,4.0,40.0,1000.0,0.5174999999999998,True,26.0,26.0,26.0,0.801,1.0,-1.9166666666666679,highest-temperature-in-madrid-on-april-17-2026-25c,Will the highest temperature in Madrid be 25°C on April 17?,332950.69217,24639.310992000002,"METAR shows temperature has plateaued at 26°C for the last 2.5 hours (16:00-18:30) and hourly forecast confirms cooling begins at 19:00. The daily peak is definitively reached at 26°C, matching the model's top bucket prediction. Market is massively overpriced at 96% when this is nearly certain.","[""Market already at 96% leaves little upside"", ""Potential for late afternoon spike though forecast shows cooling""]",,,,
2026-04-17T16:57:43.193325+00:00,Toronto,2026-04-17,golden_hour,15,16,0.885,0.29,59.5,high,2.5,25.0,1000.0,1.0,True,15.0,15.2,15.2,0.503,0.885,1.0666666666666664,highest-temperature-in-toronto-on-april-17-2026-15corbelow,Will the highest temperature in Toronto be 15°C or below on April 17?,222.84706,18709.203321,Strong golden hour setup: METAR shows consistent warming from 11°C to 15°C over 12 hours with current temp at model's predicted peak. Model forecasts 15.2°C peak at 16:00 (3h away) with tight sigma of 1.0. Combined 15°+16° buckets at 88.5% model probability vs estimated market price around 29% creates massive 59.5% edge.,"[""Peak window still 3h away"", ""Overcast conditions could limit further warming""]",,,,
